锨,62,xian
侯,3236,hou
肱,13,gong
朴,2283,pu
冻,2475,dong
聆,650,ling
诗,11736,shi
摞,208,luo
哩,4487,li
譬,902,pi
濯,37,zhuo
腰,8542,yao
蝴,808,hu
篷,4258,peng
幺,383,yao
矿,3261,kuang
踅,77,xue
澄,647,cheng
式,25286,shi
阕,50,que
袖,3460,xiu
邦,11790,bang
褫,17,chi
沮,1714,ju
尹,31,yin
纺,709,fang
刽,586,gui
浃,81,jia
迄,726,qi
勒,23139,le
淘,962,tao
卧,6544,wo
痨,121,lao
叼,474,diao
链,3301,lian
肇,111,zhao
骋,257,cheng
妍,56,yan
梗,397,geng
抛,4784,pao
纣,19,zhou
搴,4,qian
咿,164,yi
毁,6630,hui
淅,94,xi
荆,588,jing
蕊,134,rui
种,155628,zhong
塌,1405,ta
珑,270,long
剐,48,gua
酒,33818,jiu
痕,3788,hen
苛,601,ke
浚,7,jun
蓟,126,ji
杞,43,qi
寡,2860,gua
工,47101,gong
番,8352,fan
衬,5716,chen
泯,132,min
艰,2525,jian
曳,783,ye
磷,321,lin
瓿,5,bu
檀,276,tan
七,14477,qi
蜉,35,fu
餍,53,yan
碌,1702,liu
小,174464,xiao
亘,130,gen
眩,1186,xuan
弹,13743,dan
湃,231,pai
惜,5268,xi
章,13512,zhang
革,5141,ge
捱,125,ai
罹,137,li
煽,437,shan
较,11088,jiao
戆,17,gang
咕,3480,gu
斟,1133,zhen
袭,4561,xi
花,48567,hua
去,292366,qu
泅,71,qiu
鹎,5,bei
遒,16,qiu
仙,2698,xian
嫡,88,di
峥,18,zheng
牦,11,mao
毫,21088,hao
柳,1793,liu
蕴,541,yun
婶,1017,shen
痿,19,wei
谅,5500,liang
思,55124,si
宠,2057,chong
瘩,402,da
贯,2352,guan
悲,13925,bei
诀,430,jue
跄,832,qiang
筋,2398,jin
蹙,560,cu
罐,2413,guan
险,17698,xian
忸,163,niu
雾,4790,wu
漂,13176,piao
骏,584,jun
喑,65,yin
邓,2638,deng
厕,759,ce
碣,5,jie
匪,1182,fei
戴,15359,dai
康,13849,kang
砸,1855,za
咻,138,xiu
势,13034,shi
毅,1125,yi
幌,266,huang
呐,1624,na
青,15587,qing
剔,824,ti
苟,715,gou
巡,2679,xun
罢,7597,ba
寥,623,liao
畦,64,qi
泫,17,xuan
蹬,581,deng
想,230066,xiang
绷,2360,beng
顸,11,han
孺,49,ru
檄,26,xi
脉,2903,mai
锑,13,ti
璐,281,lu
朝,24554,chao
储,1077,chu
谫,4,jian
耳,20005,er
鸷,12,zhi
夹,5430,jia
桃,3023,tao
铐,789,kao
棘,838,ji
曜,19,yao
糠,67,kang
酩,245,ming
烨,17,ye
潭,426,tan
们,561091,men
睽,286,kui
戊,7,wu
斛,13,hu
蜜,4456,mi
瞧,16180,qiao
否,19665,fou
德,118083,de
喻,1424,yu
隽,65,juan
眼,107504,yan
县,1470,xian
蹂,240,rou
葆,55,bao
绍,4907,shao
啐,241,cui
峡,2057,xia
韧,424,ren
淫,1695,yin
转,41700,zhuai
毯,4032,tan
靼,216,da
偾,5,fen
谁,33464,shei
羌,16,qiang
室,29420,shi
钦,1925,qin
贫,3862,pin
中,204216,zhong
鼷,4,xi
锻,576,duan
评,6009,ping
筏,573,fa
佗,24,tuo
衙,187,ya
柜,4927,gui
白,71113,bai
麋,107,mi
颏,232,ke
冕,422,mian
悟,1807,wu
鸠,247,jiu
璧,42,bi
享,7552,xiang
琼,2575,qiong
赂,287,lu
揉,1756,rou
腊,4458,la
燕,1857,yan
蛛,1203,zhu
楚,19088,chu
捞,1094,lao
忡,864,chong
姥,1154,lao
铧,12,hua
睦,393,mu
叩,364,kou
拳,4411,quan
驸,8,fu
茉,1113,mo
炔,12,que
辖,378,xia
莞,230,guan
猩,1667,xing
动,111840,dong
醪,5,lao
阻,5345,zu
禺,5,yu
摇,20185,yao
鳌,22,ao
嗒,975,da
饥,2311,ji
狨,5,rong
诮,87,qiao
慵,200,yong
筹,1303,chou
哼,3975,heng
薇,4220,wei
昆,2547,kun
龋,27,qu
馏,164,liu
税,1699,shui
世,45216,shi
鼠,3543,shu
倪,106,ni
蚱,39,zha
拉,107703,la
聊,6085,liao
嵌,1057,kan
监,8825,jian
坐,51971,zuo
兔,1235,tu
跗,6,fu
湖,4128,hu
蝰,17,kui
腴,147,yu
并,80929,bing
榄,649,lan
授,3495,shou
弋,54,yi
夏,14846,xia
阑,161,lan
熔,414,rong
砥,21,di
厨,7384,chu
邪,2742,xie
纶,57,lun
歃,12,sha
规,9860,gui
哒,445,da
翠,2860,cui
季,8051,ji
秤,181,cheng
啧,299,ze
穹,424,qiong
寸,2675,cun
垅,21,long
骇,1288,hai
肋,623,lei
碛,7,qi
谨,3774,jin
伪,2699,wei
爬,8815,pa
嚯,84,huo
砰,1450,peng
岳,844,yue
讽,3327,feng
亿,896,yi
屈,4735,qu
揍,1239,zou
乔,19702,qiao
睚,5,ya
寝,960,qin
换,12369,huan
楦,12,xuan
烫,1357,tang
盯,8358,ding
啮,133,nie
拷,350,kao
葸,62,xi
吃,44651,chi
的,3153538,de
娇,2685,jiao
疮,505,chuang
失,39153,shi
舷,574,xian
参,13096,can
雄,6792,xiong
姆,27741,mu
恋,7219,lian
晏,17,yan
惠,3398,hui
蝥,5,mao
注,33546,zhu
獭,67,ta
问,98088,wen
声,126733,sheng
嚅,194,ru
井,4933,jing
质,11094,zhi
个,571999,ge
猬,91,wei
缴,452,jiao
攸,212,you
便,62734,bian
烁,2391,shuo
兀,547,wu
盅,125,zhong
鹊,130,que
拍,8675,pai
滕,289,teng
诧,1307,cha
桦,447,hua
饰,8437,shi
送,26202,song
阅,2932,yue
瞄,1597,miao
舍,6546,she
掌,7798,zhang
喘,4876,chuan
宜,3036,yi
怡,352,yi
春,7380,chun
沾,2604,zhan
廊,6365,lang
菌,646,jun
杏,522,xing
觐,135,jin
浓,5446,nong
返,3806,fan
南,11932,nan
痘,67,dou
召,2748,zhao
铮,92,zheng
胶,1434,jiao
摹,421,mo
颇,3608,po
笆,793,ba
徉,51,yang
芋,110,yu
紊,437,wen
椒,399,jiao
化,23001,hua
粟,174,su
萤,189,ying
梧,722,wu
劫,2251,jie
咯,1987,ge
格,57072,ge
病,28463,bing
蝎,137,xie
畚,10,ben
鳟,195,zun
慢,23584,man
武,8570,wu
俩,10028,lia
浪,9470,lang
驰,2670,chi
绳,6211,sheng
犀,313,xi
锅,2237,guo
堇,34,jin
脍,31,kuai
悌,22,ti
檐,938,yan
专,9908,zhuan
挡,4092,dang
攥,482,zuan
讦,25,jie
漩,322,xuan
亨,4590,heng
鸳,55,yuan
耷,451,da
铄,25,shuo
密,24352,mi
手,156348,shou
背,22657,bei
静,31390,jing
盘,11066,pan
荡,8245,dang
擤,212,xing
轩,154,xuan
滨,1716,bin
筱,9,xiao
罗,71791,luo
稆,4,lv
薏,6,yi
明,89669,ming
输,3400,shu
刖,5,yue
枣,243,zao
榧,21,fei
遂,622,sui
啄,456,zhuo
绉,284,zhou
虎,2189,hu
法,109685,fa
瑚,205,hu
恢,5957,hui
汪,1522,wang
酬,1914,chou
翳,80,yi
乾,62,qian
圃,205,pu
备,26416,bei
耍,2057,shua
谕,377,yu
涔,142,cen
钚,28,bu
砝,20,fa
肢,1850,zhi
温,23547,wen
侨,129,qiao
倭,41,wo
锯,870,ju
皮,31551,pi
娱,1449,yu
撺,48,cuan
贿,417,hui
睃,14,suo
捋,291,luo
敏,5122,min
蹩,496,bie
灭,7094,mie
寰,76,huan
巴,54237,ba
喁,143,yong
邃,267,sui
厅,16638,ting
麇,44,jun
蒋,17,jiang
愎,70,bi
窟,1194,ku
患,3223,huan
咫,182,zhi
鞭,2788,bian
莲,2448,lian
辽,1351,liao
呀,24149,ya
秉,246,bing
淑,681,shu
毕,8829,bi
忝,10,tian
神,76953,shen
浦,1039,pu
歪,2550,wai
狯,71,kuai
兮,1059,xi
驴,1618,lv
泻,819,xie
蹼,28,pu
锁,5494,suo
璀,131,cui
犄,124,ji
蜍,90,chu
暌,4,kui
沐,598,mu
焙,57,bei
缝,6130,feng
府,7587,fu
挥,9350,hui
讪,267,shan
圭,377,gui
掺,680,chan
伽,1725,ga
铀,33,you
埂,48,geng
桓,71,huan
噗,369,pu
烘,1058,hong
络,1907,luo
峰,1957,feng
筵,244,yan
龇,166,zi
怎,69137,zen
刚,35004,gang
堞,61,die
眬,89,long
鲱,59,fei
奈,6637,nai
蹒,472,pan
臣,2932,chen
痫,90,xian
干,52229,gan
添,3106,tian
玄,586,xuan
谑,304,xue
徜,47,chang
颞,15,nie
搡,236,sang
栩,418,xu
嘭,136,peng
炮,3984,bao
就,352601,jiu
纲,235,gang
蜷,816,quan
贻,52,yi
丽,52878,li
捏,2100,nie
诔,7,lei
块,23263,kuai
孟,2020,meng
葡,3781,pu
无,134213,wu
衩,126,cha
恹,100,yan
裾,127,ju
内,46943,nei
鲇,5,nian
缆,531,lan
安,87749,an
蚋,32,rui
挎,334,kua
誓,6530,shi
洒,2589,sa
纛,5,dao
碟,867,die
沧,154,cang
伦,21593,lun
媳,1141,xi
破,20395,po
莹,663,ying
镂,136,lou
濑,1944,lai
乐,42060,le
叙,2457,xu
黛,6273,dai
川,2184,chuan
食,11547,shi
苣,78,ju
敢,18313,gan
潦,407,liao
烯,34,xi
鹰,3207,ying
霁,6,ji
刃,613,ren
窈,83,yao
源,4399,yuan
醚,37,mi
弱,10539,ruo
架,12642,jia
雀,2238,que
忆,9818,yi
晋,332,jin
姊,2079,zi
裔,469,yi
呗,464,bai
幛,6,zhang
糜,86,mei
缤,235,bin
腥,506,xing
课,4258,ke
傅,1406,fu
膏,1295,gao
戎,280,rong
云,7349,yun
疗,4119,liao
倚,1380,yi
掣,119,che
涧,100,jian
垫,2445,dian
甬,122,yong
冯,662,feng
缰,1142,jiang
害,29063,hai
礴,32,bo
芹,165,qin
洼,811,wa
址,1912,zhi
兄,9827,xiong
操,4575,cao
滑,8820,hua
佐,3829,zuo
棕,2580,zong
癖,660,pi
矫,677,jiao
饴,19,yi
旷,1219,kuang
槿,13,jin
阁,3435,ge
逅,241,hou
熄,1840,xi
崇,4152,chong
萍,264,ping
斌,6,bin
蠕,449,ru
榔,110,lang
厘,353,li
急,20623,ji
吭,1288,hang
粲,94,can
堵,1899,du
蔷,412,qiang
哂,9,shen
运,23585,yun
柠,628,ning
嗬,513,he
批,6164,pi
胺,27,an
汽,8330,qi
妁,5,shuo
待,30227,dai
喉,3560,hou
袋,16275,dai
躏,239,lin
窗,22892,chuang
外,79231,wai
萨,19247,sa
咳,2142,hai
瘴,97,zhang
永,19243,yong
莽,1134,mang
私,8756,si
魂,8506,hun
翅,1942,chi
幄,41,wo
痉,746,jing
呈,2776,cheng
母,45025,mu
赎,1228,shu
懑,170,men
荒,7100,huang
祖,8953,zu
止,21237,zhi
杪,7,miao
马,101700,ma
绯,461,fei
豸,8,zhi
替,12155,ti
切,57797,qie
锉,156,cuo
脑,24386,nao
蜕,109,tui
首,17295,shou
岘,6,xian
龚,57,gong
猝,247,cu
订,3663,ding
交,34505,jiao
鸯,40,yang
玲,723,ling
耻,4937,chi
寂,6259,ji
黄,12517,huang
片,31802,pian
准,30922,zhun
蛔,14,hui
棠,457,tang
滤,191,lv
围,21060,wei
墁,4,man
戒,3815,jie
算,31250,suan
帚,306,zhou
瞟,771,piao
吞,4882,tun
涣,73,huan
控,8091,kong
第,60458,di
邱,64,qiu
焰,2435,yan
喳,850,cha
缲,4,qiao
芽,622,ya
磁,732,ci
绅,3830,shen
惑,6477,huo
缏,4,bian
峙,141,zhi
瑞,13295,rui
以,253743,yi
酰,11,xian
割,3671,ge
靴,2935,xue
荼,37,tu
柿,207,shi
禀,585,bing
伏,6286,fu
颖,420,ying
钞,1487,chao
校,14745,xiao
渥,1063,wo
蚪,27,dou
粮,1321,liang
溺,813,ni
蜿,332,wan
嫂,1109,sao
囊,1598,nang
诌,193,zhou
字,36586,zi
坟,2645,fen
衡,1911,heng
槠,19,zhu
葩,25,pa
旨,1091,zhi
凰,79,huang
汹,1140,xiong
宁,9179,ning
蚓,102,yin
碗,2007,wan
嬖,5,bi
谤,607,bang
爰,11,yuan
琴,6707,qin
边,92662,bian
游,16642,you
怼,9,dui
婀,169,e
镊,49,nie
策,4542,ce
忙,21317,mang
凝,6179,ning
胧,1542,long
糯,18,nuo
布,51051,bu
霉,2289,mei
皈,197,gui
缙,15,jin
次,74224,ci
津,7120,jin
薪,1273,xin
夭,802,yao
阳,16194,yang
鳄,318,e
俎,19,zu
晓,3909,xiao
绘,3221,hui
酝,272,yun
祭,3004,ji
壬,28,ren
跺,454,duo
蟾,98,chan
龃,50,ju
砂,690,sha
醇,314,chun
爆,4268,bao
渎,690,du
怒,15781,nu
玛,29383,ma
尚,7072,shang
疟,136,nue
嘞,18,le
贤,1199,xian
憧,388,chong
宫,9000,gong
钵,243,bo
孀,267,shuang
糅,12,rou
棍,2936,gun
聒,89,guo
癞,176,la
桢,39,zhen
臧,5,zang
扦,20,qian
饬,29,chi
石,23065,shi
腼,445,mian
简,20486,jian
弃,9924,qi
阉,236,yan
掐,912,qia
骖,4,can
徘,777,pai
农,11586,nong
模,14183,mo
袢,5,pan
芦,888,lu
吵,5258,chao
丹,13112,dan
浏,326,liu
从,164051,cong
杓,14,biao
套,15905,tao
翘,926,qiao
佣,3024,yong
淤,173,yu
姬,2262,ji
台,22204,tai
俸,289,feng
蛾,347,e
宅,4023,zhai
冉,1541,ran
侍,6431,shi
椎,227,zhui
肓,30,huang
崖,1309,ya
阜,79,fu
犟,139,jiang
伢,32,ya
暧,360,ai
核,2611,he
昼,828,zhou
局,12472,ju
偈,6,ji
乌,9603,wu
铛,332,dang
煞,1243,sha
潢,110,huang
敦,5587,dun
鹬,108,yu
端,11844,duan
鉴,1218,jian
拿,40007,na
窄,2797,zhai
蔑,3078,mie
茕,33,qiong
莪,47,e
弭,13,mi
唱,11433,chang
憾,2761,han
及,34784,ji
苔,2474,tai
呛,584,qiang
赡,126,shan
泠,7,ling
惨,5732,can
诺,26458,nuo
臾,92,yu
岁,16017,sui
理,69507,li
趋,986,qu
栎,160,li
尖,10938,jian
霜,1059,shuang
丢,7578,diu
缬,14,xie
钱,37326,qian
田,9149,tian
决,37594,jue
猴,1325,hou
糁,6,san
鹂,8,li
先,89757,xian
解,51047,jie
扪,80,men
镰,350,lian
蝼,15,lou
揿,105,qin
选,11647,xuan
斐,2136,fei
骚,2455,sao
怩,155,ni
席,6891,xi
吱,2035,zhi
皲,20,jun
蔻,53,kou
睇,28,di
哆,1594,chi
测,5912,ce
藐,215,miao
菔,5,fu
彗,75,hui
秘,13918,bi
矜,349,jin
卟,11,bu
象,64735,xiang
聩,33,kui
牵,3833,qian
征,7489,zheng
厉,7881,li
焊,73,han
攒,597,cuan
粗,11323,cu
多,150325,duo
舨,16,ban
瘰,15,luo
劳,17126,lao
讹,123,e
翁,2529,weng
塄,4,leng
酊,308,ding
柑,106,gan
鳗,288,man
祚,4,zuo
嗝,200,ge
信,81386,xin
绫,595,ling
狳,4,yu
遴,17,lin
泷,543,long
佶,5,ji
娃,5748,wa
下,272151,xia
沌,294,dun
悔,6087,hui
笙,7,sheng
鸫,114,dong
崭,548,zhan
疲,6660,pi
谷,7072,gu
蛐,34,qu
打,99108,da
瓜,4729,gua
拨,2524,bo
困,10281,kun
闲,5856,xian
歹,1187,dai
墅,1777,shu
莓,407,mei
帖,618,tie
熟,11875,shou
斧,1407,fu
茨,7533,ci
鲭,19,qing
妯,24,zhou
邵,38,shao
绁,4,xie
彀,8,gou
磅,1037,bang
奄,630,yan
陆,3203,liu
午,15868,wu
惕,634,ti
哝,1717,nong
诣,114,yi
晦,516,hui
恪,185,ke
积,4953,ji
呲,61,ci
混,9620,hun
懿,16,yi
禄,623,lu
唇,10498,chun
谍,641,die
涌,4775,yong
蘑,306,mo
析,2189,xi
耕,902,geng
憔,695,qiao
官,26412,guan
颚,372,e
喜,39309,xi
渡,2736,du
侠,592,xia
肪,192,fang
嘱,2083,zhu
贷,1024,dai
溶,750,rong
蜻,91,qing
潋,12,lian
跌,3024,die
坛,2178,tan
濠,21,hao
补,8412,bu
铲,654,chan
灵,20062,ling
橹,44,lu
茂,1738,mao
瘤,498,liu
般,24549,ban
疹,323,zhen
场,49560,chang
捂,1371,wu
筒,3160,tong
拗,530,ao
滟,11,yan
赞,9730,zan
瓣,642,ban
噤,224,jin
胫,166,jing
扬,7942,yang
愁,3536,chou
颐,104,yi
缕,1084,lv
枚,1822,mei
怫,19,fu
是,1110962,shi
薮,49,sou
讲,32563,jiang
爷,11982,ye
咸,525,xian
契,3784,qi
磐,89,pan
录,5829,lu
绔,138,ku
教,56269,jiao
睥,33,pi
忪,132,song
旮,76,ga
广,10311,guang
舂,17,chong
踊,34,yong
攘,553,rang
辟,744,bi
岩,4264,yan
茬,347,cha
鬼,14513,gui
尾,5771,wei
胁,3638,xie
框,1567,kuang
凋,389,diao
槛,609,jian
虚,9046,xu
痣,251,zhi
坤,65,kun
鹪,19,jiao
跳,22317,tiao
畸,467,ji
态,19650,tai
膀,7649,bang
咎,455,jiu
砑,28,ya
馐,48,xiu
媒,778,mei
悖,187,bei
伟,5693,wei
逡,45,qun
唣,5,zao
愫,65,su
纪,14233,ji
术,16352,shu
蕃,167,fan
柄,1904,bing
酋,1556,qiu
前,142107,qian
塑,2247,su
幕,5530,mu
翔,620,xiang
卷,6878,juan
驽,42,nu
脂,1348,zhi
丈,15697,zhang
倌,267,guan
霎,581,sha
尔,173774,er
颧,349,quan
涵,510,han
谴,1105,qian
禽,679,qin
菁,17,jing
歆,4,xin
勋,2445,xun
浊,808,zhuo
重,61899,chong
廓,1300,kuo
酢,18,cu
呤,4,ling
苫,18,shan
恬,448,tian
培,3300,pei
癸,51,gui
髻,308,ji
硼,25,peng
持,22472,chi
漉,965,lu
笑,76321,xiao
妒,3717,du
掖,110,ye
嘣,64,beng
锥,352,zhui
稻,1229,dao
簿,1086,bu
免,11951,mian
孑,123,jie
楝,18,lian
俞,16,yu
略,6597,lue
铤,64,ting
罩,4635,zhao
腭,57,e
乳,3692,ru
槲,38,hu
赵,316,zhao
偷,10866,tou
饽,8,bo
屿,469,yu
榇,14,chen
王,30469,wang
谊,2327,yi
疏,2408,shu
阎,84,yan
崔,346,cui
趟,2146,tang
务,17457,wu
鞣,65,rou
悭,40,qian
贴,7422,tie
制,28648,zhi
霸,1289,ba
友,38307,you
汊,16,cha
髑,24,du
鳕,90,xue
毛,17238,mao
葚,8,ren
占,7372,zhan
矣,166,yi
遢,289,ta
啤,2992,pi
秧,60,yang
迳,124,jing
浴,4287,yu
囹,48,ling
搅,1987,jiao
薄,5431,bao
辈,4290,bei
嚎,831,hao
抖,9348,dou
圣,25795,sheng
大,287652,da
窦,100,dou
鸩,15,zhen
挫,974,cuo
粪,713,fen
支,18849,zhi
钺,19,yue
麾,101,hui
义,24872,yi
镏,4,liu
展,12455,zhan
仞,6,ren
牡,525,mu
嫦,18,chang
峪,8,yu
佳,9300,jia
具,19236,ju
顽,2325,wan
绾,39,wan
蜂,2290,feng
璋,15,zhang
碓,20,dui
依,17697,yi
那,475709,na
厥,359,jue
妩,439,wu
枭,103,xiao
谰,21,lan
段,16350,duan
熹,35,xi
逸,871,yi
区,16545,qu
羽,2028,yu
杂,11549,za
菅,19,jian
仇,5261,chou
浆,1322,jiang
觉,87132,jiao
煎,1080,jian
泛,2743,fan
荚,76,jia
乜,46,mie
襞,34,bi
面,169720,mian
继,21496,ji
苯,64,ben
汰,131,tai
裳,1413,chang
雷,29214,lei
凹,1003,ao
灸,16,jiu
忽,10104,hu
袈,67,jia
徒,12210,tu
锡,1032,xi
帧,162,zhen
稿,2149,gao
擀,12,gan
拄,339,zhu
蹇,15,jian
坍,319,tan
孕,2895,yun
铠,470,kai
左,11734,zuo
飨,53,xiang
罕,2134,han
婿,799,xu
谆,109,zhun
疋,13,pi
墩,403,dun
沱,80,tuo
贰,52,er
串,2970,chuan
点,129202,dian
刺,13244,ci
纽,6431,niu
雍,166,yong
姓,6262,xing
作,108732,zuo
院,29170,yuan
卤,136,lu
觳,5,hu
搁,2940,ge
栉,81,zhi
耙,244,ba
抚,6758,fu
踝,499,huai
弧,398,hu
攫,502,jue
振,2304,zhen
肮,1639,ang
躲,6805,duo
眷,623,juan
揄,249,yu
噍,4,jiao
屑,1638,xie
婕,30,jie
恙,420,yang
远,43858,yuan
团,14081,tuan
峦,354,luan
惮,369,dan
坷,132,ke
瓶,7114,ping
狺,61,yin
皋,9,gao
褊,16,bian
同,107395,tong
帐,5696,zhang
战,34933,zhan
瘠,162,ji
冥,1011,ming
断,29133,duan
诉,44691,su
像,103443,xiang
腚,16,ding
镢,7,jue
饪,176,ren
胯,154,kua
俱,3264,ju
叹,8402,tan
巽,5,xun
蚀,822,shi
甍,5,meng
颔,237,han
丛,5443,cong
贝,30778,bei
尧,43,yao
怯,3324,qie
縻,8,mi
醺,855,xun
陋,1735,lou
遏,753,e
奕,408,yi
磔,8,zhe
苘,10,qing
睡,29117,shui
轱,37,gu
呷,348,ga
矶,447,ji
幻,7456,huan
蠊,88,lian
熏,972,xun
辛,5856,xin
眠,3360,mian
傥,59,tang
笨,4272,ben
播,3021,bo
蔬,611,shu
梵,251,fan
褴,451,lan
嘶,1899,si
犹,10396,you
债,3184,zhai
粽,24,zong
埋,5486,mai
减,4555,jian
黑,43275,hei
寓,3899,yu
飕,296,sou
旗,2450,qi
聚,6525,ju
槟,1013,bin
坠,1403,zhui
鹦,359,ying
敬,11389,jing
诳,28,kuang
闷,6055,men
怅,363,chang
了,1090034,le
馔,32,zhuan
暖,6153,nuan
伛,39,yu
悚,531,song
阡,35,qian
匣,826,xia
约,32535,yue
末,5105,mo
芮,1340,rui
男,47138,nan
隶,2601,li
汝,166,ru
拮,162,jie
啷,193,lang
彻,4567,che
沃,9112,wo
脆,3402,cui
蜊,19,li
娌,24,li
肛,195,gang
鲣,8,jian
枵,4,xiao
强,30940,qiang
唾,968,tuo
见,128497,jian
迅,5283,xun
藉,1077,ji
金,38247,jin
獒,11,ao
周,20882,zhou
恰,7227,qia
晴,3078,qing
叽,898,ji
椁,16,guo
验,11774,yan
隔,7852,ge
瞪,4779,deng
港,2891,gang
稷,10,ji
岸,7762,an
检,7470,jian
艇,1956,ting
鹏,28,peng
兑,682,dui
盔,1539,kui
浙,47,zhe
俚,73,li
苜,100,mu
淮,171,huai
腱,64,jian
婷,884,ting
偻,132,lou
掇,160,duo
耆,53,qi
膛,2116,tang
螟,15,ming
咩,160,mie
用,135472,yong
悱,25,fei
蜴,154,yi
粹,2014,cui
吾,1047,wu
裁,3297,cai
蓉,281,rong
始,43221,shi
忏,1728,chan
郑,775,zheng
嗓,4024,sang
牒,47,die
雕,3383,diao
毗,280,pi
奠,266,dian
彤,119,tong
觫,5,su
陪,7203,pei
慰,7750,wei
清,44893,qing
辄,138,zhe
稍,8485,shao
瀑,571,bao
醐,10,hu
谙,191,an
撞,6115,zhuang
鸥,346,ou
钾,93,jia
赃,257,zang
久,29675,jiu
菜,6470,cai
门,79159,men
佯,521,yang
聱,15,ao
养,11316,yang
绺,487,liu
溃,1221,kui
褂,331,gua
鼎,735,ding
皓,59,hao
怜,16458,lian
审,7125,shen
稠,334,chou
垩,67,e
榭,264,xie
舰,1008,jian
羹,349,geng
鸸,6,er
逼,4554,bi
圾,1082,ji
证,23532,zheng
仃,177,ding
楂,136,cha
捆,2061,kun
乘,6140,cheng
招,10180,zhao
赚,2220,zhuan
绣,1574,xiu
烧,10318,shao
器,14179,qi
镪,4,qiang
扰,4738,rao
函,522,han
灼,1416,zhuo
铿,243,keng
有,643397,you
颌,172,ge
冒,10439,mao
殖,1909,zhi
枞,125,cong
氯,237,lv
砷,97,shen
庸,1972,yong
泄,2895,xie
卑,4674,bei
狐,1265,hu
啕,279,tao
胜,10283,sheng
另,34015,ling
雨,11747,yu
嗪,11,qin
濮,5,pu
酽,13,yan
矾,81,fan
舆,393,yu
匐,284,fu
递,4908,di
唔,1988,wu
笠,527,li
眨,3000,zha
梭,958,suo
抱,19837,bao
撵,623,nian
娶,3311,qu
纹,4436,wen
尺,4186,chi
炽,914,chi
促,5008,cu
桂,1280,gui
蛉,9,ling
摊,1885,tan
豚,368,tun
虞,167,yu
燧,58,sui
诫,728,jie
路,53461,lu
整,32428,zheng
氅,120,chang
趄,142,ju
螈,26,yuan
砍,2186,kan
育,6491,yu
骶,8,di
难,55181,nan
淄,5,zi
剑,5139,jian
珐,90,fa
靓,23,jing
呕,1155,ou
痔,32,zhi
还,195569,hai
哪,36807,na
葵,286,kui
遽,109,ju
盾,2660,dun
暇,740,xia
希,43405,xi
吐,5988,tu
宥,62,you
隧,343,sui
踬,14,zhi
禹,11,yu
瞽,5,gu
诅,1496,zu
峋,273,xun
赖,6382,lai
拟,955,ni
屠,1459,tu
俭,349,jian
胳,6339,ge
姹,25,cha
洁,7419,jie
愉,7962,yu
缍,8,duo
甑,6,zeng
垒,1880,lei
猕,18,mi
殚,23,dan
京,3611,jing
樯,35,qiang
嚼,1365,jiao
爿,139,pan
绌,66,chu
道,257332,dao
单,23127,dan
裘,1506,qiu
嗦,1837,suo
部,55507,bu
只,169911,zhi
轭,120,e
呻,2419,shen
剿,48,chao
枇,7,pi
唐,9168,tang
阒,104,qu
辗,334,zhan
薛,321,xue
素,5935,su
笤,30,tiao
抵,5801,di
茴,181,hui
倾,7730,qing
摆,14770,bai
黍,40,shu
秣,38,mo
孤,7635,gu
全,78519,quan
误,8326,wu
数,22316,shu
至,48877,zhi
壹,13,yi
祸,2381,huo
闻,10525,wen
国,83412,guo
龌,257,wo
众,14814,zhong
红,30293,hong
侬,714,nong
鲶,16,nian
画,21279,hua
猿,312,yuan
淀,138,dian
蝇,1100,ying
懈,675,xie
翌,464,yi
魏,444,wei
哦,9287,o
蹭,644,ceng
森,17388,sen
葱,1040,cong
曲,10929,qu
彷,640,fang
项,6721,xiang
啻,93,chi
竺,97,zhu
卿,461,qing
一,1338743,yi
撇,1201,pie
脊,1678,ji
锒,20,lang
倔,540,jue
搜,3670,sou
御,2991,yu
妥,2464,tuo
钧,186,jun
厩,1124,jiu
谬,1360,miu
夺,5620,duo
疽,62,ju
匾,61,bian
迁,1492,qian
觅,617,mi
杆,3752,gan
泗,19,si
惟,1760,wei
荞,101,qiao
竣,71,jun
酪,1024,lao
晰,2306,xi
对,252132,dui
嗽,1094,sou
椅,12670,yi
袄,311,ao
按,13606,an
隐,11677,yin
焕,852,huan
娣,172,di
吧,81874,ba
议,18706,yi
戳,1100,chuo
拈,166,nian
鹋,6,miao
坑,1958,keng
盐,1247,yan
歙,8,she
敝,221,bi
罡,6,gang
黠,438,xia
巢,997,chao
祥,2176,xiang
赭,79,zhe
偿,2575,chang
殃,291,yang
文,37068,wen
福,28618,fu
助,16220,zhu
贬,669,bian
求,38577,qiu
装,31963,zhuang
鳍,94,qi
痧,10,sha
迫,9357,po
杰,21192,jie
哽,596,geng
栅,2022,shan
咒,3767,zhou
萝,2008,luo
鸡,6967,ji
唧,544,ji
漫,7175,man
蒲,358,pu
激,21947,ji
偕,209,xie
他,1265122,ta
橙,481,cheng
诘,101,jie
藜,50,li
物,45338,wu
虱,329,shi
绶,119,shou
驹,570,ju
磺,140,huang
璃,5721,li
沓,353,da
且,54544,ju
喙,88,hui
宝,10807,bao
稜,4,leng
麟,43,lin
怠,558,dai
氨,46,an
售,2675,shou
方,106087,fang
萸,26,yu
觑,380,qu
狗,11954,gou
员,30626,yuan
统,14557,tong
叭,1110,ba
雯,9,wen
念,21989,nian
摸,12027,mo
橼,8,yuan
邀,4296,yao
厂,5093,chang
